prompt,word_category,word,token_id,baseline_logit,mean_difference,std_difference,min_difference,max_difference,range_difference,max_abs_difference,mean_abs_difference,clamping_effect,num_clamp_conditions,target_features
It seems to me that,formal_low_emotion,however,2480,-4.490779876708984,0.00027647018432617185,0.025848782454315027,-0.048235416412353516,0.0279083251953125,0.07614374160766602,0.048235416412353516,0.019570636749267577,0.07614374160766602,5,
The best approach would be,formal_high_emotion,triumphant,15511,-9.740233421325684,0.022286033630371092,0.03379704079720662,0.0,0.08929443359375,0.08929443359375,0.08929443359375,0.022286033630371092,-0.0757131576538086,5,
My opinion on this is,formal_high_emotion,profoundly,29160,-3.5843353271484375,0.03576450347900391,0.03964921547245071,0.0,0.11147880554199219,0.11147880554199219,0.11147880554199219,0.03576450347900391,-0.07450389862060547,5,
I think that,casual_low_emotion,okay,10989,-4.08888053894043,0.03171277046203613,0.039373388767056594,0.0,0.10736489295959473,0.10736489295959473,0.10736489295959473,0.03171277046203613,-0.07440686225891113,5,
My opinion on this is,formal_high_emotion,devastated,27668,-6.053213596343994,0.02515830993652344,0.03414769148614492,0.0,0.09196805953979492,0.09196805953979492,0.09196805953979492,0.02515830993652344,-0.0705099105834961,5,
I think that,casual_low_emotion,anyway,8668,-1.9663965702056885,0.018654823303222656,0.02352755522776896,-0.005443572998046875,0.0615382194519043,0.06698179244995117,0.0615382194519043,0.020832252502441407,0.06698179244995117,5,
The situation is,formal_high_emotion,appalling,573,-0.3455497622489929,0.002670133113861084,0.021234143532184543,-0.036810100078582764,0.024737238883972168,0.06154733896255493,0.036810100078582764,0.01739417314529419,0.06154733896255493,5,
I think that,formal_low_emotion,consequently,23995,-5.0176591873168945,0.0342045783996582,0.03822713923966178,0.0,0.1047525405883789,0.1047525405883789,0.1047525405883789,0.0342045783996582,-0.06076383590698242,5,
The situation is,casual_low_emotion,yeah,12191,-5.949758529663086,-0.007879638671875,0.021986438768174542,-0.05148601531982422,0.008345603942871094,0.05983161926269531,0.05148601531982422,0.012714767456054687,0.05983161926269531,5,
The situation is,formal_high_emotion,magnificent,16773,-6.091681957244873,-0.006614112854003906,0.021055334346430095,-0.04853487014770508,0.005268573760986328,0.053803443908691406,0.04853487014770508,0.012799835205078125,0.053803443908691406,5,
The situation is,casual_low_emotion,okay,10989,-0.139857679605484,-0.007367730140686035,0.020286846612232255,-0.0478399395942688,0.0038475394248962402,0.05168747901916504,0.0478399395942688,0.011768245697021484,0.05114614963531494,5,
My opinion on this is,casual_high_emotion,literally,8642,-1.328357219696045,-6.659030914306641e-05,0.01611742486836769,-0.03014993667602539,0.01783454418182373,0.04798448085784912,0.03014993667602539,0.01199338436126709,0.04798448085784912,5,
It seems to me that,formal_high_emotion,triumphant,15511,-7.291601181030273,-0.003818035125732422,0.016728711811750622,-0.03645753860473633,0.0111083984375,0.04756593704223633,0.03645753860473633,0.010764980316162109,0.04756593704223633,5,
The best approach would be,formal_high_emotion,extraordinary,10035,-8.896245956420898,0.014000320434570312,0.020210425027774773,0.0,0.0541839599609375,0.0541839599609375,0.0541839599609375,0.014000320434570312,-0.0474853515625,5,
I think that,casual_low_emotion,yeah,12191,-5.221872329711914,0.023334980010986328,0.019588624253453937,0.0,0.058568477630615234,0.058568477630615234,0.058568477630615234,0.023334980010986328,0.046747684478759766,5,
My opinion on this is,formal_low_emotion,may,754,-1.0665335655212402,0.0022583484649658205,0.013880484731130422,-0.020862340927124023,0.022521257400512695,0.04338359832763672,0.022521257400512695,0.01060328483581543,0.04338359832763672,5,
I think that,formal_high_emotion,overwhelming,11734,-5.379208087921143,0.021914958953857422,0.024584414572659006,0.0,0.06757831573486328,0.06757831573486328,0.06757831573486328,0.021914958953857422,-0.04019880294799805,5,
I think that,casual_low_emotion,basically,8087,-4.468190670013428,0.03337793350219727,0.03039101652892389,0.0,0.08617401123046875,0.08617401123046875,0.08617401123046875,0.03337793350219727,-0.03942155838012695,5,
My opinion on this is,formal_low_emotion,furthermore,2134,1.6190004348754883,0.025284481048583985,0.024650101586113672,0.0,0.07017803192138672,0.07017803192138672,0.07017803192138672,0.025284481048583985,-0.038385629653930664,5,
The situation is,formal_high_emotion,triumphant,15511,-6.298599720001221,0.00030698776245117185,0.013340506236421978,-0.025310039520263672,0.011465072631835938,0.03677511215209961,0.025310039520263672,0.010431003570556641,0.03677511215209961,5,
The best approach would be,casual_low_emotion,basically,8087,-1.9835700988769531,0.008617424964904785,0.012201414800722253,-0.007902026176452637,0.028149843215942383,0.03605186939239502,0.028149843215942383,0.01177823543548584,0.03605186939239502,5,
My opinion on this is,casual_low_emotion,okay,10989,2.4675450325012207,0.011959266662597657,0.013055656328503022,-0.000530242919921875,0.03547096252441406,0.03600120544433594,0.03547096252441406,0.012171363830566407,0.03600120544433594,5,
The best approach would be,formal_low_emotion,moreover,541,-3.1680521965026855,-0.002261495590209961,0.012235936021009915,-0.026390790939331055,0.006139278411865234,0.03253006935119629,0.026390790939331055,0.008294820785522461,0.03253006935119629,5,
My opinion on this is,formal_low_emotion,perhaps,4153,-0.6530513763427734,0.007900428771972657,0.009529810438475967,-0.0033451318740844727,0.024046897888183594,0.027392029762268066,0.024046897888183594,0.009238481521606445,0.027392029762268066,5,
My opinion on this is,casual_high_emotion,OMG,21978,-4.685068130493164,-0.002681255340576172,0.009381241336295962,-0.021327495574951172,0.0030117034912109375,0.02433919906616211,0.021327495574951172,0.0058497428894042965,0.02433919906616211,5,
I think that,formal_low_emotion,may,754,-2.8037004470825195,0.004513883590698242,0.006582357155945055,0.0,0.01756572723388672,0.01756572723388672,0.01756572723388672,0.004513883590698242,0.016934633255004883,5,
I think that,formal_high_emotion,magnificent,16773,-6.454354286193848,0.027233600616455078,0.01775519238288143,0.0,0.05347776412963867,0.05347776412963867,0.05347776412963867,0.027233600616455078,0.01606607437133789,5,
The situation is,formal_low_emotion,however,2480,0.18501636385917664,0.011765724420547486,0.009893108977810367,0.0,0.02885216474533081,0.02885216474533081,0.02885216474533081,0.011765724420547486,-0.013112396001815796,5,
I think that,casual_high_emotion,totally,7110,-5.0995025634765625,0.022295093536376952,0.01525414048672828,0.0,0.042199134826660156,0.042199134826660156,0.042199134826660156,0.022295093536376952,-0.005733013153076172,5,
The best approach would be,casual_high_emotion,incredibly,9301,-8.792519569396973,-0.003178977966308594,0.005106776156040283,-0.011208534240722656,0.0012655258178710938,0.01247406005859375,0.011208534240722656,0.004191398620605469,0.003991127014160156,5,
The best approach would be,casual_high_emotion,literally,8642,-2.0676002502441406,0.007849168777465821,0.005698271316865378,0.0,0.015575647354125977,0.015575647354125977,0.015575647354125977,0.007849168777465821,-0.002454996109008789,5,
I think that,casual_low_emotion,stuff,4269,-4.813152313232422,0.023247432708740235,0.013903384025842486,0.0,0.038435935974121094,0.038435935974121094,0.038435935974121094,0.023247432708740235,0.0017399787902832031,5,
