prompt,word_category,word,token_id,baseline_logit,mean_logit,std_logit,min_logit,max_logit,range_logit,max_abs_difference_from_baseline,mean_abs_difference_from_baseline,clamping_effect,num_clamp_conditions,target_features
The situation is,casual_low_emotion,guess,5310,-2.4485344886779785,-2.44855135679245,0.00044269660942687866,-2.4491138458251953,-2.4478795528411865,0.001234292984008789,0.0006549358367919922,0.00034433603286743164,-0.001234292984008789,4,[31]
The best approach would be,casual_high_emotion,literally,8642,-2.0674538612365723,-2.067470908164978,0.0004409437211597755,-2.0680289268493652,-2.066800594329834,0.00122833251953125,0.0006532669067382812,0.00034368038177490234,-0.00122833251953125,4,[31]
It seems to me that,formal_low_emotion,furthermore,2134,-5.530567169189453,-5.530577898025513,0.00044103834933027335,-5.53126859664917,-5.530051231384277,0.0012173652648925781,0.0007014274597167969,0.0003399848937988281,0.0012173652648925781,4,[31]
It seems to me that,formal_high_emotion,catastrophic,24769,-7.815798759460449,-7.815872550010681,0.00043327148863636026,-7.8164801597595215,-7.815263748168945,0.0012164115905761719,0.0006814002990722656,0.0003412961959838867,-0.0012164115905761719,4,[31]
It seems to me that,formal_low_emotion,perhaps,4153,-2.0216994285583496,-2.0217404961586,0.00042773038557689227,-2.022305488586426,-2.021108627319336,0.0011968612670898438,0.0006060600280761719,0.0003364682197570801,-0.0011968612670898438,4,[31]
The best approach would be,formal_high_emotion,triumphant,15511,-9.740092277526855,-9.740150451660156,0.0004179003683739544,-9.740724563598633,-9.739551544189453,0.0011730194091796875,0.0006322860717773438,0.0003285408020019531,-0.0011730194091796875,4,[31]
I think that,casual_high_emotion,literally,8642,-3.7344107627868652,-3.7344571352005005,0.00041387242115208095,-3.735015392303467,-3.7338545322418213,0.0011608600616455078,0.0006046295166015625,0.00032448768615722656,-0.0011608600616455078,4,[31]
The situation is,formal_low_emotion,perhaps,4153,0.459769070148468,0.4597436934709549,0.00039102041518161186,0.4592396020889282,0.4603310823440552,0.0010914802551269531,0.0005620121955871582,0.00030638277530670166,-0.0010914802551269531,4,[31]
It seems to me that,formal_low_emotion,moreover,541,-2.210399627685547,-2.2104408144950867,0.0003899675826104787,-2.2109568119049072,-2.2098660469055176,0.0010907649993896484,0.0005571842193603516,0.00030797719955444336,-0.0010907649993896484,4,[31]
The best approach would be,formal_low_emotion,consequently,23995,-8.180220603942871,-8.180233478546143,0.00038547941740647867,-8.180710792541504,-8.179641723632812,0.0010690689086914062,0.0005788803100585938,0.00030231475830078125,-0.0010690689086914062,4,[31]
The best approach would be,formal_high_emotion,extraordinary,10035,-8.896106719970703,-8.896134614944458,0.0003774607374140306,-8.896618843078613,-8.895566940307617,0.0010519027709960938,0.0005397796630859375,0.00029778480529785156,-0.0010519027709960938,4,[31]
My opinion on this is,formal_low_emotion,furthermore,2134,1.6191164255142212,1.619040071964264,0.00033501730571559125,1.6185522079467773,1.6194912195205688,0.0009390115737915039,0.0005642175674438477,0.0002637505531311035,-0.0009390115737915039,4,[31]
My opinion on this is,formal_high_emotion,catastrophic,24769,-8.416932106018066,-8.416950941085815,0.00033201454315924295,-8.417367935180664,-8.4164457321167,0.0009222030639648438,0.0004863739013671875,0.0002620220184326172,-0.0009222030639648438,4,[31]
The best approach would be,formal_high_emotion,devastated,27668,-11.786453247070312,-11.786554098129272,0.0003094172584182816,-11.787034034729004,-11.786176681518555,0.0008573532104492188,0.0005807876586914062,0.0002391338348388672,-0.0008573532104492188,4,[31]
My opinion on this is,formal_low_emotion,moreover,541,2.185727119445801,2.1856982707977295,0.0002907211767712821,2.1853156089782715,2.1861283779144287,0.0008127689361572266,0.0004115104675292969,0.0002294778823852539,-0.0008127689361572266,4,[31]
My opinion on this is,formal_low_emotion,therefore,4320,-1.4930574893951416,-1.4931209683418274,0.0002778529126074812,-1.4935226440429688,-1.4927442073822021,0.0007784366607666016,0.00046515464782714844,0.00022011995315551758,-0.0007784366607666016,4,[31]
The situation is,casual_high_emotion,seriously,7580,0.14966925978660583,0.14962105453014374,0.0002700809026457181,0.14923793077468872,0.1499965786933899,0.0007586479187011719,0.00043132901191711426,0.00021186470985412598,-0.0007586479187011719,4,[31]
The situation is,casual_high_emotion,absolutely,6270,0.9094484448432922,0.9094341844320297,0.0002569363159427251,0.9091051816940308,0.9098218679428101,0.0007166862487792969,0.00037342309951782227,0.00020097196102142334,-0.0007166862487792969,4,[31]
The situation is,formal_low_emotion,however,2480,0.18510189652442932,0.18503735959529877,0.00025206791722805205,0.18466302752494812,0.185368150472641,0.0007051229476928711,0.00043886899948120117,0.00019766390323638916,-0.0007051229476928711,4,[31]
The best approach would be,casual_low_emotion,whatever,5193,-3.552635669708252,-3.552696943283081,0.0002494179133356727,-3.5530667304992676,-3.552368402481079,0.0006983280181884766,0.000431060791015625,0.00019490718841552734,-0.0006983280181884766,4,[31]
The best approach would be,formal_high_emotion,catastrophic,24769,-9.78835678100586,-9.78834867477417,0.00023564200103900652,-9.78870964050293,-9.788055419921875,0.0006542205810546875,0.0003528594970703125,0.00018453598022460938,0.0006542205810546875,4,[31]
The situation is,formal_high_emotion,overwhelming,11734,0.3396517038345337,0.3396683484315872,0.00023376977822465135,0.339318186044693,0.33997097611427307,0.0006527900695800781,0.00033351778984069824,0.00018340349197387695,0.0006527900695800781,4,[31]
The best approach would be,casual_high_emotion,seriously,7580,-7.173498630523682,-7.173518538475037,0.00022463721470750275,-7.173816680908203,-7.173187255859375,0.000629425048828125,0.0003180503845214844,0.00017559528350830078,-0.000629425048828125,4,[31]
The situation is,casual_high_emotion,really,1196,3.9269018173217773,3.9268786311149597,0.00021918691336211048,3.926584243774414,3.927198886871338,0.0006146430969238281,0.00031757354736328125,0.0001717209815979004,-0.0006146430969238281,4,[31]
The best approach would be,formal_high_emotion,appalling,573,-4.260931491851807,-4.260942816734314,0.0002142963630944519,-4.261208534240723,-4.26061487197876,0.0005936622619628906,0.000316619873046875,0.00016963481903076172,-0.0005936622619628906,4,[31]
The best approach would be,formal_high_emotion,profoundly,29160,-12.648909568786621,-12.648868799209595,0.0002070476963189223,-12.649155616760254,-12.648574829101562,0.0005807876586914062,0.00033473968505859375,0.00016379356384277344,0.0005807876586914062,4,[31]
The best approach would be,formal_high_emotion,overwhelming,11734,-5.3970537185668945,-5.397042870521545,0.00019998114247538707,-5.397342681884766,-5.396783351898193,0.0005593299865722656,0.00028896331787109375,0.00015532970428466797,0.0005593299865722656,4,[31]
I think that,formal_low_emotion,furthermore,2134,-3.0228211879730225,-3.0228444933891296,0.00020396617997052013,-3.0231785774230957,-3.022634506225586,0.0005440711975097656,0.0003573894500732422,0.00015538930892944336,0.0005440711975097656,4,[31]
The situation is,formal_high_emotion,triumphant,15511,-6.298547267913818,-6.298599004745483,0.00018511801732366728,-6.298882484436035,-6.298366546630859,0.0005159378051757812,0.0003352165222167969,0.00014209747314453125,-0.0005159378051757812,4,[31]
My opinion on this is,formal_high_emotion,triumphant,15511,-7.073650360107422,-7.073704242706299,0.00017151495198719534,-7.073972702026367,-7.073497772216797,0.0004749298095703125,0.0003223419189453125,0.00013017654418945312,-0.0004749298095703125,4,[31]
The best approach would be,casual_high_emotion,incredibly,9301,-8.792564392089844,-8.792583465576172,0.00016815119992455503,-8.792854309082031,-8.79239559173584,0.00045871734619140625,0.0002899169921875,0.000125885009765625,0.00045871734619140625,4,[31]
The situation is,casual_high_emotion,incredibly,9301,1.3703759908676147,1.3703452348709106,0.00014795138357197093,1.3701274394989014,1.3705428838729858,0.00041544437408447266,0.0002485513687133789,0.00011420249938964844,-0.00041544437408447266,4,[31]
The situation is,formal_low_emotion,consequently,23995,-3.9953932762145996,-3.995436370372772,0.00014438724176967833,-3.9956562519073486,-3.9952542781829834,0.0004019737243652344,0.00026297569274902344,0.00011259317398071289,-0.0004019737243652344,4,[31]
The situation is,formal_high_emotion,catastrophic,24769,-1.1110560894012451,-1.111068844795227,0.00013470275206972076,-1.1112480163574219,-1.110870599746704,0.00037741661071777344,0.0001919269561767578,0.0001055002212524414,-0.00037741661071777344,4,[31]
The best approach would be,formal_low_emotion,furthermore,2134,-3.8751883506774902,-3.8752236366271973,0.00010746953819349857,-3.8754076957702637,-3.8751471042633057,0.0002605915069580078,0.0002193450927734375,7.43865966796875e-05,0.0002605915069580078,4,[31]
The best approach would be,casual_low_emotion,basically,8087,-1.9835574626922607,-1.983562856912613,3.682499940476263e-05,-1.9836136102676392,-1.9835102558135986,0.00010335445404052734,5.614757537841797e-05,2.899765968322754e-05,-0.00010335445404052734,4,[31]
The best approach would be,formal_low_emotion,therefore,4320,-4.262270927429199,-4.262266755104065,3.280378867751774e-05,-4.262310981750488,-4.262218475341797,9.250640869140625e-05,5.245208740234375e-05,2.4199485778808594e-05,9.250640869140625e-05,4,[31]
The situation is,formal_low_emotion,therefore,4320,-1.0305125713348389,-1.0305359065532684,3.500659237980739e-05,-1.030592441558838,-1.0305018424987793,9.059906005859375e-05,7.987022399902344e-05,2.8699636459350586e-05,5.5670738220214844e-05,4,[31]
The best approach would be,formal_high_emotion,magnificent,16773,-10.788660049438477,-10.788638830184937,2.41297977486604e-05,-10.788664817810059,-10.78860855102539,5.626678466796875e-05,5.14984130859375e-05,2.3603439331054688e-05,1.33514404296875e-05,4,[31]
The best approach would be,formal_low_emotion,moreover,541,-3.168046474456787,-3.1680519580841064,5.493983565236527e-06,-3.168060779571533,-3.168046474456787,1.430511474609375e-05,1.430511474609375e-05,5.4836273193359375e-06,-1.239776611328125e-05,4,[31]
